guest_id,age
G029832,38.0
G029833,52.0
G029834,40.0
G029835,47.0
G029836,41.0
G029837,65.0
G029838,53.0
G029839,38.0
G029840,38.0
G029841,44.0
G029842,47.0
G029843,50.0
G029844,55.0
G029845,53.0
G029846,33.0
G029847,35.0
G029848,65.0
G029849,44.0
G029850,56.0
G029851,70.0
G029852,29.0
G029853,50.0
G029854,36.0
G029855,24.0
G029856,34.0
G029857,38.0
G029858,65.0
G029859,34.0
G029860,41.0
G029861,52.0
G029862,50.0
G029863,65.0
G029864,54.0
G029865,38.0
G029866,34.0
G029867,48.0
G029868,73.0
G029869,45.0
G029870,30.0
G029871,43.0
G029872,50.0
G029873,49.0
G029874,40.0
G029875,41.0
G029876,37.0
G029877,54.0
G029878,38.0
G029879,48.0
G029880,38.0
G029881,74.0
G029882,50.0
G029883,24.0
G029884,32.0
G029885,27.0
G029886,34.0
G029887,73.0
G029888,33.0
G029889,58.0
G029890,33.0
G029891,44.0
G029892,18.0
G029893,63.0
G029894,21.0
G029895,
G029896,45.0
G029897,25.0
G029898,61.0
G029899,
G029900,57.0
G029901,18.0
G029902,76.0
G029903,43.0
G029904,35.0
G029905,48.0
G029906,54.0
G029907,41.0
G029908,35.0
G029909,50.0
G029910,18.0
G029911,31.0
G029912,34.0
G029913,54.0
G029914,51.0
G029915,37.0
G029916,42.0
G029917,35.0
G029918,34.0
G029919,30.0
G029920,63.0
G029921,48.0
G029922,
G029923,47.0
G029924,39.0
G029925,40.0
G029926,58.0
G029927,40.0
G029928,29.0
G029929,49.0
G029930,69.0
G029931,34.0
G029932,42.0
G029933,27.0
G029934,26.0
G029935,42.0
G029936,51.0
G029937,56.0
G029938,38.0
G029939,28.0
G029940,50.0
G029941,40.0
G029942,33.0
G029943,30.0
G029944,31.0
G029945,43.0
G029946,41.0
G029947,35.0
G029948,43.0
G029949,39.0
G029950,45.0
G029951,41.0
G029952,60.0
G029953,43.0
G029954,52.0
G029955,20.0
G029956,32.0
G029957,66.0
G029958,33.0
G029959,31.0
G029960,78.0
G029961,70.0
G029962,65.0
G029963,
G029964,39.0
G029965,39.0
G029966,36.0
G029967,65.0
G029968,45.0
G029969,68.0
G029970,48.0
G029971,53.0
G029972,53.0
G029973,62.0
G029974,27.0
G029975,49.0
G029976,66.0
G029977,34.0
G029978,39.0
G029979,43.0
G029980,28.0
G029981,66.0
G029982,43.0
G029983,32.0
G029984,32.0
G029985,24.0
G029986,42.0
G029987,29.0
G029988,54.0
G029989,41.0
G029990,63.0
G029991,37.0
G029992,65.0
G029993,31.0
G029994,55.0
G029995,52.0
G029996,26.0
G029997,
G029998,39.0
G029999,30.0
G030000,46.0
G030001,33.0
G030002,25.0
G030003,45.0
G030004,51.0
G030005,36.0
G030006,47.0
G030007,56.0
G030008,76.0
G030009,32.0
G030010,26.0
G030011,25.0
G030012,25.0
G030013,35.0
G030014,41.0
G030015,45.0
G030016,50.0
G030017,53.0
G030018,58.0
G030019,46.0
G030020,60.0
G030021,57.0
G030022,38.0
G030023,36.0
G030024,48.0
G030025,42.0
G030026,38.0
G030027,26.0
G030028,52.0
G030029,34.0
G030030,48.0
G030031,36.0
G030032,42.0
G030033,64.0
G030034,44.0
G030035,52.0
G030036,54.0
G030037,41.0
G030038,47.0
G030039,29.0
G030040,32.0
G030041,43.0
G030042,50.0
G030043,46.0
G030044,64.0
G030045,52.0
G030046,43.0
G030047,49.0
G030048,39.0
G030049,41.0
G030050,66.0
G030051,37.0
G030052,22.0
G030053,23.0
G030054,33.0
G030055,75.0
G030056,54.0
G030057,46.0
G030058,56.0
G030059,46.0
G030060,61.0
G030061,64.0
G030062,49.0
G030063,36.0
G030064,54.0
G030065,56.0
G030066,55.0
G030067,18.0
G030068,42.0
G030069,44.0
G030070,36.0
G030071,59.0
G030072,18.0
G030073,27.0
G030074,48.0
G030075,62.0
G030076,42.0
G030077,28.0
G030078,63.0
G030079,28.0
G030080,46.0
G030081,40.0
G030082,56.0
G030083,47.0
G030084,45.0
G030085,56.0
G030086,37.0
G030087,44.0
G030088,28.0
G030089,40.0
G030090,37.0
G030091,33.0
G030092,23.0
G030093,37.0
G030094,51.0
G030095,42.0
G030096,43.0
G030097,35.0
G030098,28.0
G030099,50.0
G030100,44.0
G030101,32.0
G030102,28.0
G030103,20.0
G030104,53.0
G030105,56.0
G030106,59.0
G030107,48.0
G030108,69.0
G030109,37.0
G030110,50.0
G030111,60.0
G030112,23.0
G030113,33.0
G030114,30.0
G030115,24.0
G030116,51.0
G030117,52.0
G030118,36.0
G030119,51.0
G030120,49.0
G030121,34.0
G030122,34.0
G030123,40.0
G030124,30.0
G030125,49.0
G030126,37.0
G030127,58.0
G030128,37.0
G030129,71.0
G030130,35.0
G030131,46.0
G030132,52.0
G030133,44.0
G030134,64.0
G030135,42.0
G030136,58.0
G030137,63.0
G030138,32.0
G030139,71.0
G030140,56.0
G030141,40.0
G030142,34.0
G030143,53.0
G030144,47.0
G030145,44.0
G030146,33.0
G030147,40.0
G030148,51.0
G030149,46.0
G030150,39.0
G030151,34.0
G030152,33.0
G030153,63.0
G030154,30.0
G030155,29.0
G030156,28.0
G030157,36.0
G030158,54.0
G030159,33.0
G030160,60.0
G030161,63.0
G030162,36.0
G030163,48.0
G030164,71.0
G030165,52.0
G030166,64.0
G030167,49.0
G030168,45.0
G030169,43.0
G030170,40.0
G030171,72.0
G030172,55.0
G030173,43.0
G030174,42.0
G030175,27.0
G030176,51.0
G030177,56.0
G030178,40.0
G030179,31.0
G030180,30.0
G030181,45.0
G030182,21.0
G030183,64.0
G030184,39.0
G030185,29.0
G030186,35.0
G030187,76.0
G030188,34.0
G030189,53.0
G030190,52.0
G030191,46.0
G030192,27.0
G030193,24.0
G030194,32.0
G030195,39.0
G030196,53.0
G030197,50.0
G030198,50.0
G030199,42.0
G030200,53.0
G030201,46.0
G030202,32.0
G030203,59.0
G030204,67.0
G030205,54.0
G030206,18.0
G030207,47.0
G030208,60.0
G030209,27.0
G030210,86.0
G030211,35.0
G030212,45.0
G030213,54.0
G030214,37.0
G030215,55.0
G030216,46.0
G030217,46.0
G030218,25.0
G030219,45.0
G030220,53.0
G030221,35.0
G030222,
G030223,57.0
G030224,36.0
G030225,45.0
G030226,62.0
G030227,56.0
G030228,60.0
G030229,68.0
G030230,50.0
G030231,32.0
G030232,63.0
G030233,54.0
G030234,52.0
G030235,32.0
G030236,26.0
G030237,64.0
G030238,33.0
G030239,36.0
G030240,53.0
G030241,37.0
G030242,56.0
G030243,32.0
G030244,46.0
G030245,41.0
G030246,42.0
G030247,39.0
G030248,29.0
G030249,65.0
G030250,44.0
G030251,51.0
G030252,18.0
G030253,37.0
G030254,50.0
G030255,46.0
G030256,57.0
G030257,56.0
G030258,22.0
G030259,70.0
G030260,45.0
G030261,38.0
G030262,61.0
G030263,43.0
G030264,59.0
G030265,41.0
G030266,44.0
G030267,57.0
G030268,41.0
G030269,53.0
G030270,42.0
G030271,67.0
G030272,24.0
G030273,40.0
G030274,45.0
G030275,52.0
G030276,42.0
G030277,51.0
G030278,44.0
G030279,55.0
G030280,48.0
G030281,26.0
G030282,35.0
G030283,40.0
G030284,60.0
G030285,35.0
G030286,30.0
G030287,
G030288,57.0
G030289,29.0
G030290,46.0
G030291,41.0
G030292,57.0
G030293,54.0
G030294,43.0
G030295,38.0
G030296,67.0
G030297,48.0
G030298,79.0
G030299,67.0
G030300,33.0
G030301,45.0
G030302,60.0
G030303,37.0
G030304,55.0
G030305,55.0
G030306,63.0
G030307,45.0
G030308,47.0
G030309,33.0
G030310,29.0
G030311,57.0
G030312,22.0
G030313,41.0
G030314,80.0
G030315,34.0
G030316,57.0
G030317,75.0
G030318,42.0
G030319,30.0
G030320,43.0
G030321,43.0
G030322,61.0
G030323,38.0
G030324,44.0
G030325,40.0
G030326,47.0
G030327,45.0
G030328,49.0
G030329,43.0
G030330,53.0
G030331,51.0
G030332,44.0
G030333,52.0
G030334,57.0
G030335,43.0
G030336,57.0
G030337,51.0
G030338,43.0
G030339,62.0
G030340,43.0
G030341,65.0
G030342,45.0
G030343,22.0
G030344,58.0
G030345,47.0
G030346,62.0
G030347,63.0
G030348,43.0
G030349,53.0
G030350,64.0
G030351,41.0
G030352,23.0
G030353,27.0
G030354,30.0
G030355,55.0
G030356,78.0
G030357,19.0
G030358,55.0
G030359,57.0
G030360,37.0
G030361,70.0
G030362,34.0
G030363,58.0
G030364,45.0
G030365,36.0
G030366,53.0
G030367,39.0
G030368,44.0
G030369,36.0
G030370,31.0
G030371,50.0
G030372,51.0
G030373,30.0
G030374,38.0
G030375,53.0
G030376,38.0
G030377,61.0
G030378,31.0
G030379,52.0
G030380,38.0
G030381,59.0
G030382,44.0
G030383,34.0
G030384,32.0
G030385,29.0
G030386,36.0
G030387,44.0
G030388,54.0
G030389,26.0
G030390,54.0
G030391,56.0
G030392,29.0
G030393,75.0
G030394,47.0
G030395,35.0
G030396,47.0
G030397,77.0
G030398,35.0
G030399,60.0
G030400,62.0
G030401,24.0
G030402,53.0
G030403,29.0
G030404,30.0
G030405,65.0
G030406,64.0
G030407,36.0
G030408,46.0
G030409,53.0
G030410,
G030411,43.0
G030412,66.0
G030413,69.0
G030414,28.0
G030415,53.0
G030416,57.0
G030417,47.0
G030418,27.0
G030419,51.0
G030420,44.0
G030421,42.0
G030422,52.0
G030423,58.0
G030424,37.0
G030425,42.0
G030426,46.0
G030427,23.0
G030428,35.0
G030429,56.0
G030430,40.0
G030431,55.0
G030432,60.0
G030433,39.0
G030434,70.0
G030435,44.0
G030436,75.0
G030437,24.0
G030438,68.0
G030439,50.0
G030440,36.0
G030441,35.0
G030442,34.0
G030443,
G030444,36.0
G030445,44.0
G030446,
G030447,30.0
G030448,56.0
G030449,59.0
G030450,45.0
G030451,26.0
G030452,43.0
G030453,27.0
G030454,36.0
G030455,47.0
G030456,65.0
G030457,38.0
G030458,37.0
G030459,54.0
G030460,61.0
G030461,44.0
G030462,24.0
G030463,
G030464,32.0
G030465,57.0
G030466,53.0
G030467,53.0
G030468,49.0
G030469,39.0
G030470,42.0
G030471,58.0
G030472,29.0
G030473,66.0
G030474,35.0
G030475,38.0
G030476,74.0
G030477,29.0
G030478,52.0
G030479,56.0
G030480,26.0
G030481,33.0
G030482,30.0
G030483,44.0
G030484,46.0
G030485,49.0
G030486,43.0
G030487,58.0
G030488,20.0
G030489,23.0
G030490,41.0
G030491,48.0
G030492,41.0
G030493,58.0
G030494,68.0
G030495,41.0
G030496,45.0
G030497,43.0
G030498,40.0
G030499,55.0
G030500,27.0
G030501,59.0
G030502,49.0
G030503,58.0
G030504,44.0
G030505,37.0
G030506,60.0
G030507,44.0
G030508,37.0
G030509,30.0
G030510,20.0
G030511,43.0
G030512,51.0
G030513,50.0
G030514,47.0
G030515,68.0
G030516,43.0
G030517,34.0
G030518,54.0
G030519,60.0
G030520,50.0
G030521,39.0
G030522,50.0
G030523,45.0
G030524,60.0
G030525,39.0
G030526,40.0
G030527,57.0
G030528,50.0
G030529,58.0
G030530,49.0
G030531,41.0
G030532,27.0
G030533,51.0
G030534,52.0
G030535,50.0
G030536,18.0
G030537,73.0
G030538,71.0
G030539,47.0
G030540,34.0
G030541,42.0
G030542,60.0
G030543,47.0
G030544,46.0
G030545,65.0
G030546,33.0
G030547,55.0
G030548,46.0
G030549,18.0
G030550,30.0
G030551,46.0
G030552,55.0
G030553,44.0
G030554,43.0
G030555,34.0
G030556,56.0
G030557,52.0
G030558,46.0
G030559,
G030560,48.0
G030561,46.0
G030562,36.0
G030563,35.0
G030564,44.0
G030565,58.0
G030566,22.0
G030567,44.0
G030568,67.0
G030569,41.0
G030570,41.0
G030571,35.0
G030572,46.0
G030573,50.0
G030574,59.0
G030575,42.0
G030576,50.0
G030577,30.0
G030578,51.0
G030579,36.0
G030580,44.0
G030581,63.0
G030582,39.0
G030583,40.0
G030584,38.0
G030585,55.0
G030586,61.0
G030587,66.0
G030588,54.0
G030589,34.0
G030590,37.0
G030591,44.0
G030592,39.0
G030593,36.0
G030594,
G030595,51.0
G030596,60.0
G030597,41.0
G030598,29.0
G030599,23.0
G030600,52.0
G030601,18.0
G030602,49.0
G030603,44.0
G030604,63.0
G030605,65.0
G030606,58.0
G030607,31.0
G030608,36.0
G030609,62.0
G030610,53.0
G030611,43.0
G030612,69.0
G030613,28.0
G030614,29.0
G030615,54.0
G030616,43.0
G030617,39.0
G030618,43.0
G030619,48.0
G030620,39.0
G030621,
G030622,51.0
G030623,39.0
G030624,70.0
G030625,42.0
G030626,47.0
G030627,79.0
G030628,23.0
G030629,34.0
G030630,58.0
G030631,42.0
G030632,46.0
G030633,32.0
G030634,67.0
G030635,39.0
G030636,46.0
G030637,61.0
G030638,28.0
G030639,48.0
G030640,45.0
G030641,42.0
G030642,50.0
G030643,36.0
G030644,43.0
G030645,35.0
G030646,18.0
G030647,58.0
G030648,50.0
G030649,38.0
G030650,45.0
G030651,55.0
G030652,53.0
G030653,37.0
G030654,25.0
G030655,49.0
G030656,48.0
G030657,36.0
G030658,18.0
G030659,51.0
G030660,26.0
G030661,57.0
G030662,70.0
G030663,53.0
G030664,54.0
G030665,54.0
G030666,36.0
G030667,34.0
G030668,67.0
G030669,69.0
G030670,20.0
G030671,42.0
G030672,39.0
G030673,37.0
G030674,35.0
G030675,29.0
G030676,
G030677,46.0
G030678,40.0
G030679,45.0
G030680,46.0
G030681,35.0
G030682,46.0
G030683,37.0
G030684,35.0
G030685,32.0
G030686,56.0
G030687,51.0
G030688,34.0
G030689,52.0
G030690,28.0
G030691,45.0
G030692,44.0
G030693,31.0
G030694,18.0
G030695,31.0
G030696,39.0
G030697,28.0
G030698,47.0
G030699,47.0
G030700,
G030701,40.0
G030702,29.0
G030703,35.0
G030704,32.0
G030705,45.0
G030706,52.0
G030707,35.0
G030708,28.0
G030709,44.0
G030710,33.0
G030711,63.0
G030712,42.0
G030713,60.0
G030714,55.0
G030715,50.0
G030716,39.0
G030717,48.0
G030718,32.0
G030719,59.0
G030720,41.0
G030721,61.0
G030722,36.0
G030723,39.0
G030724,34.0
G030725,56.0
G030726,35.0
G030727,71.0
G030728,65.0
G030729,50.0
G030730,44.0
G030731,50.0
G030732,29.0
G030733,49.0
G030734,50.0
G030735,50.0
G030736,64.0
G030737,58.0
G030738,62.0
G030739,21.0
G030740,35.0
G030741,37.0
G030742,39.0
G030743,41.0
G030744,62.0
G030745,40.0
G030746,50.0
G030747,40.0
G030748,23.0
G030749,27.0
G030750,57.0
G030751,48.0
G030752,28.0
G030753,43.0
G030754,52.0
G030755,33.0
G030756,40.0
G030757,61.0
G030758,34.0
G030759,59.0
G030760,60.0
G030761,35.0
G030762,58.0
G030763,33.0
G030764,27.0
G030765,48.0
G030766,45.0
G030767,31.0
G030768,35.0
G030769,60.0
G030770,38.0
G030771,30.0
G030772,42.0
G030773,41.0
G030774,24.0
G030775,39.0
G030776,64.0
G030777,59.0
G030778,54.0
G030779,25.0
G030780,18.0
G030781,25.0
G030782,35.0
G030783,59.0
G030784,48.0
G030785,33.0
G030786,36.0
G030787,64.0
G030788,49.0
G030789,63.0
G030790,49.0
G030791,61.0
G030792,53.0
G030793,57.0
G030794,56.0
G030795,
G030796,43.0
G030797,48.0
G030798,45.0
G030799,38.0
G030800,51.0
G030801,64.0
G030802,39.0
G030803,49.0
G030804,72.0
G030805,49.0
G030806,49.0
G030807,51.0
G030808,49.0
G030809,29.0
G030810,55.0
G030811,64.0
G030812,42.0
G030813,67.0
G030814,32.0
G030815,54.0
G030816,34.0
G030817,38.0
G030818,33.0
G030819,60.0
G030820,42.0
G030821,38.0
G030822,35.0
G030823,51.0
G030824,54.0
G030825,51.0
G030826,46.0
G030827,41.0
G030828,18.0
G030829,22.0
G030830,61.0
G030831,31.0
G030832,32.0
G030833,33.0
G030834,36.0
G030835,57.0
G030836,30.0
G030837,33.0
G030838,45.0
G030839,34.0
G030840,49.0
G030841,43.0
G030842,34.0
G030843,47.0
G030844,39.0
G030845,25.0
G030846,25.0
G030847,27.0
G030848,30.0
G030849,41.0
G030850,23.0
G030851,61.0
G030852,57.0
G030853,47.0
G030854,30.0
G030855,53.0
G030856,39.0
G030857,41.0
G030858,60.0
G030859,44.0
G030860,46.0
G030861,58.0
G030862,53.0
G030863,18.0
G030864,37.0
G030865,53.0
G030866,38.0
G030867,33.0
G030868,41.0
G030869,35.0
G030870,56.0
G030871,55.0
G030872,59.0
G030873,53.0
G030874,31.0
G030875,42.0
G030876,34.0
G030877,29.0
G030878,58.0
G030879,71.0
G030880,46.0
G030881,40.0
G030882,45.0
G030883,56.0
G030884,43.0
G030885,51.0
G030886,48.0
G030887,67.0
G030888,61.0
G030889,40.0
G030890,28.0
G030891,39.0
G030892,42.0
G030893,45.0
G030894,54.0
G030895,44.0
G030896,30.0
G030897,60.0
G030898,35.0
G030899,44.0
G030900,56.0
G030901,38.0
G030902,60.0
G030903,59.0
G030904,53.0
G030905,40.0
G030906,19.0
G030907,43.0
G030908,
G030909,45.0
G030910,58.0
G030911,58.0
G030912,57.0
G030913,54.0
G030914,60.0
G030915,59.0
G030916,55.0
G030917,52.0
G030918,36.0
G030919,
G030920,40.0
G030921,21.0
G030922,53.0
G030923,36.0
G030924,34.0
G030925,81.0
G030926,52.0
G030927,59.0
G030928,58.0
G030929,39.0
G030930,62.0
G030931,31.0
G030932,
G030933,34.0
G030934,50.0
G030935,48.0
G030936,30.0
G030937,42.0
G030938,42.0
G030939,45.0
G030940,36.0
G030941,47.0
G030942,63.0
G030943,54.0
G030944,59.0
G030945,47.0
G030946,66.0
G030947,54.0
G030948,30.0
G030949,28.0
G030950,29.0
G030951,52.0
G030952,27.0
G030953,39.0
G030954,69.0
G030955,48.0
G030956,39.0
G030957,63.0
G030958,50.0
G030959,36.0
G030960,45.0
G030961,66.0
G030962,43.0
G030963,38.0
G030964,41.0
G030965,33.0
G030966,54.0
G030967,31.0
G030968,38.0
G030969,51.0
G030970,38.0
G030971,33.0
G030972,45.0
G030973,53.0
G030974,48.0
G030975,66.0
G030976,51.0
G030977,60.0
G030978,30.0
G030979,41.0
G030980,41.0
G030981,47.0
G030982,46.0
G030983,26.0
G030984,53.0
G030985,39.0
G030986,70.0
G030987,49.0
G030988,18.0
G030989,49.0
G030990,55.0
G030991,18.0
G030992,54.0
G030993,32.0
G030994,35.0
G030995,30.0
G030996,62.0
G030997,32.0
G030998,27.0
G030999,65.0
G031000,58.0
G031001,45.0
G031002,39.0
G031003,39.0
G031004,43.0
G031005,59.0
G031006,37.0
G031007,62.0
G031008,32.0
G031009,54.0
G031010,56.0
G031011,41.0
G031012,36.0
G031013,42.0
G031014,45.0
G031015,31.0
G031016,57.0
G031017,80.0
G031018,50.0
G031019,28.0
G031020,57.0
G031021,55.0
G031022,52.0
G031023,48.0
G031024,56.0
G031025,
G031026,46.0
G031027,20.0
G031028,38.0
G031029,69.0
G031030,18.0
G031031,38.0
G031032,42.0
G031033,60.0
G031034,34.0
G031035,59.0
G031036,51.0
G031037,36.0
G031038,23.0
G031039,72.0
G031040,53.0
G031041,30.0
G031042,43.0
G031043,47.0
G031044,62.0
G031045,42.0
G031046,30.0
G031047,33.0
G031048,63.0
G031049,23.0
G031050,58.0
G031051,30.0
G031052,54.0
G031053,61.0
G031054,53.0
G031055,21.0
G031056,45.0
G031057,31.0
G031058,47.0
G031059,33.0
G031060,25.0
G031061,68.0
G031062,51.0
G031063,49.0
G031064,21.0
G031065,59.0
G031066,50.0
G031067,28.0
G031068,47.0
G031069,46.0
G031070,34.0
G031071,46.0
G031072,42.0
G031073,42.0
G031074,20.0
G031075,35.0
G031076,32.0
G031077,42.0
G031078,44.0
G031079,39.0
G031080,45.0
G031081,58.0
G031082,40.0
G031083,24.0
G031084,37.0
G031085,28.0
G031086,45.0
G031087,51.0
G031088,40.0
G031089,38.0
G031090,33.0
G031091,45.0
G031092,56.0
G031093,41.0
G031094,40.0
G031095,39.0
G031096,39.0
G031097,45.0
G031098,18.0
G031099,72.0
G031100,35.0
G031101,48.0
G031102,46.0
G031103,55.0
G031104,22.0
G031105,25.0
G031106,50.0
G031107,41.0
G031108,38.0
G031109,46.0
G031110,42.0
G031111,60.0
G031112,34.0
G031113,40.0
G031114,41.0
G031115,58.0
G031116,64.0
G031117,69.0
G031118,40.0
G031119,29.0
G031120,40.0
G031121,18.0
G031122,44.0
G031123,21.0
G031124,43.0
G031125,47.0
G031126,50.0
G031127,38.0
G031128,40.0
G031129,55.0
G031130,35.0
G031131,41.0
G031132,44.0
G031133,
G031134,41.0
G031135,51.0
G031136,40.0
G031137,33.0
G031138,39.0
G031139,59.0
G031140,31.0
G031141,55.0
G031142,44.0
G031143,48.0
G031144,32.0
G031145,40.0
G031146,42.0
G031147,52.0
G031148,62.0
G031149,63.0
G031150,65.0
G031151,56.0
G031152,46.0
G031153,36.0
G031154,25.0
G031155,54.0
G031156,27.0
G031157,47.0
G031158,27.0
G031159,48.0
G031160,45.0
G031161,57.0
G031162,45.0
G031163,53.0
G031164,48.0
G031165,36.0
G031166,35.0
G031167,29.0
G031168,23.0
G031169,47.0
G031170,46.0
G031171,67.0
G031172,35.0
G031173,28.0
G031174,35.0
G031175,37.0
G031176,68.0
G031177,36.0
G031178,35.0
G031179,52.0
G031180,41.0
G031181,60.0
G031182,64.0
G031183,18.0
G031184,51.0
G031185,38.0
G031186,30.0
G031187,49.0
G031188,48.0
G031189,51.0
G031190,56.0
G031191,69.0
G031192,59.0
G031193,52.0
G031194,51.0
G031195,48.0
G031196,71.0
G031197,72.0
G031198,57.0
G031199,42.0
G031200,34.0
G031201,35.0
G031202,87.0
G031203,45.0
G031204,48.0
G031205,43.0
G031206,71.0
G031207,65.0
G031208,48.0
G031209,49.0
G031210,74.0
G031211,57.0
G031212,63.0
G031213,34.0
G031214,32.0
G031215,48.0
G031216,42.0
G031217,28.0
G031218,50.0
G031219,47.0
G031220,18.0
G031221,48.0
G031222,47.0
G031223,77.0
G031224,26.0
G031225,18.0
G031226,44.0
G031227,47.0
G031228,33.0
G031229,47.0
G031230,46.0
G031231,48.0
G031232,47.0
G031233,50.0
G031234,71.0
G031235,52.0
G031236,49.0
G031237,38.0
G031238,52.0
G031239,24.0
G031240,59.0
G031241,48.0
G031242,51.0
G031243,41.0
G031244,41.0
G031245,
G031246,48.0
G031247,24.0
G031248,31.0
G031249,60.0
G031250,65.0
G031251,27.0
G031252,60.0
G031253,33.0
G031254,44.0
G031255,74.0
G031256,41.0
G031257,37.0
G031258,35.0
G031259,66.0
G031260,37.0
G031261,36.0
G031262,37.0
G031263,59.0
G031264,45.0
G031265,33.0
G031266,43.0
G031267,62.0
G031268,42.0
G031269,48.0
G031270,55.0
G031271,68.0
G031272,48.0
G031273,41.0
G031274,52.0
G031275,59.0
G031276,43.0
G031277,57.0
G031278,28.0
G031279,57.0
G031280,56.0
G031281,33.0
G031282,39.0
G031283,42.0
G031284,32.0
G031285,62.0
G031286,53.0
G031287,51.0
G031288,35.0
G031289,66.0
G031290,33.0
G031291,47.0
G031292,59.0
G031293,39.0
G031294,27.0
G031295,51.0
G031296,53.0
G031297,
G031298,41.0
G031299,30.0
G031300,46.0
G031301,42.0
G031302,47.0
G031303,37.0
G031304,57.0
G031305,50.0
G031306,41.0
G031307,47.0
G031308,49.0
G031309,56.0
G031310,47.0
G031311,28.0
G031312,54.0
G031313,41.0
G031314,44.0
G031315,47.0
G031316,25.0
G031317,46.0
G031318,56.0
G031319,66.0
G031320,52.0
G031321,43.0
G031322,60.0
G031323,49.0
G031324,31.0
G031325,57.0
G031326,39.0
G031327,50.0
G031328,55.0
G031329,61.0
G031330,39.0
G031331,58.0
G031332,56.0
G031333,61.0
G031334,50.0
G031335,28.0
G031336,53.0
G031337,50.0
G031338,45.0
G031339,31.0
G031340,34.0
G031341,57.0
G031342,53.0
G031343,50.0
G031344,68.0
G031345,55.0
G031346,45.0
G031347,25.0
G031348,37.0
G031349,27.0
G031350,46.0
G031351,77.0
G031352,64.0
G031353,74.0
G031354,57.0
G031355,54.0
G031356,47.0
G031357,60.0
G031358,35.0
G031359,58.0
G031360,50.0
G031361,45.0
G031362,62.0
G031363,71.0
G031364,50.0
G031365,37.0
G031366,68.0
G031367,39.0
G031368,36.0
G031369,54.0
G031370,59.0
G031371,24.0
G031372,37.0
G031373,41.0
G031374,45.0
G031375,37.0
G031376,52.0
G031377,49.0
G031378,35.0
G031379,24.0
G031380,37.0
G031381,48.0
G031382,49.0
G031383,45.0
G031384,72.0
G031385,52.0
G031386,57.0
G031387,58.0
G031388,33.0
G031389,67.0
G031390,53.0
G031391,43.0
G031392,52.0
G031393,81.0
G031394,50.0
G031395,48.0
G031396,38.0
G031397,41.0
G031398,36.0
G031399,50.0
G031400,42.0
G031401,26.0
G031402,69.0
G031403,51.0
G031404,39.0
G031405,38.0
G031406,27.0
G031407,66.0
G031408,59.0
G031409,31.0
G031410,47.0
G031411,56.0
G031412,60.0
G031413,44.0
G031414,45.0
G031415,38.0
G031416,47.0
G031417,64.0
G031418,81.0
G031419,45.0
G031420,66.0
G031421,42.0
G031422,30.0
G031423,69.0
G031424,44.0
G031425,58.0
G031426,47.0
G031427,24.0
G031428,53.0
G031429,62.0
G031430,63.0
G031431,69.0
G031432,30.0
G031433,41.0
G031434,43.0
G031435,53.0
G031436,39.0
G031437,57.0
G031438,45.0
G031439,43.0
G031440,45.0
G031441,44.0
G031442,59.0
G031443,54.0
G031444,45.0
G031445,68.0
G031446,47.0
G031447,37.0
G031448,38.0
G031449,25.0
G031450,19.0
G031451,64.0
G031452,40.0
G031453,55.0
G031454,32.0
G031455,46.0
G031456,51.0
G031457,52.0
G031458,40.0
G031459,43.0
G031460,51.0
G031461,35.0
G031462,32.0
G031463,31.0
G031464,48.0
G031465,18.0
G031466,64.0
G031467,57.0
G031468,31.0
G031469,31.0
G031470,50.0
G031471,29.0
G031472,53.0
G031473,47.0
G031474,41.0
G031475,53.0
G031476,49.0
G031477,45.0
G031478,64.0
G031479,54.0
G031480,48.0
G031481,18.0
G031482,41.0
G031483,59.0
G031484,51.0
G031485,69.0
G031486,60.0
G031487,65.0
G031488,47.0
G031489,63.0
G031490,44.0
G031491,66.0
G031492,71.0
G031493,53.0
G031494,42.0
G031495,43.0
G031496,33.0
G031497,35.0
G031498,61.0
G031499,35.0
G031500,42.0
G031501,52.0
G031502,25.0
G031503,58.0
G031504,45.0
G031505,34.0
G031506,80.0
G031507,53.0
G031508,32.0
G031509,60.0
G031510,38.0
G031511,35.0
G031512,34.0
G031513,33.0
G031514,55.0
G031515,55.0
G031516,39.0
G031517,60.0
G031518,53.0
G031519,56.0
G031520,32.0
G031521,67.0
G031522,35.0
G031523,39.0
G031524,44.0
G031525,90.0
G031526,45.0
G031527,35.0
G031528,46.0
G031529,52.0
G031530,33.0
G031531,40.0
G031532,47.0
G031533,24.0
G031534,
G031535,34.0
G031536,42.0
G031537,51.0
G031538,49.0
G031539,30.0
G031540,30.0
G031541,51.0
G031542,51.0
G031543,51.0
G031544,48.0
G031545,34.0
G031546,67.0
G031547,57.0
G031548,59.0
G031549,19.0
G031550,62.0
G031551,65.0
G031552,62.0
G031553,31.0
G031554,51.0
G031555,18.0
G031556,56.0
G031557,62.0
G031558,61.0
G031559,51.0
G031560,41.0
G031561,39.0
G031562,28.0
G031563,50.0
G031564,62.0
G031565,33.0
G031566,52.0
G031567,56.0
G031568,31.0
G031569,63.0
G031570,38.0
G031571,66.0
G031572,68.0
G031573,34.0
G031574,64.0
G031575,27.0
G031576,38.0
G031577,39.0
G031578,53.0
G031579,68.0
G031580,42.0
G031581,72.0
G031582,49.0
G031583,54.0
G031584,49.0
G031585,39.0
G031586,44.0
G031587,64.0
G031588,49.0
G031589,67.0
