date,location,temp_max_c,precip_mm
2017-04-11,Lisbon,23.4,0.0
2017-04-12,Lisbon,20.2,0.0
2017-04-13,Lisbon,16.9,0.0
2017-04-14,Lisbon,26.3,2.6
2017-04-15,Lisbon,21.7,3.8
2017-04-16,Lisbon,22.2,0.0
2017-04-17,Lisbon,17.3,0.0
18/04/2017,Lisbon,23.5,6.8
2017-04-19,Lisbon,23.6,0.0
2017-04-20,Lisbon,22.3,0.0
2017-04-21,Lisbon,21.1,2.1
2017-04-22,Lisbon,24.2,0.0
2017-04-23,LISBON ,22.3,0.0
25/04/2017,Lisbon,21.5,0.0
2017-04-26,Lisbon,19.2,0.0
2017-04-27,Lisbon,24.1,0.0
2017-04-28,Lisbon,21.2,0.0
2017-04-29,Lisbon,22.7,0.0
2017-04-30,Lisbon,20.2,0.0
2017-05-01,Lisbon,25.9,0.0
02/05/2017,Lisbon,26.5,0.0
2017-05-03,Lisbon,22.6,0.0
2017-05-04,Lisbon,27.0,0.0
2017-05-05,Lisbon,24.5,0.0
06/05/2017,Lisbon,24.2,0.0
2017-05-07,Lisbon,19.4,0.0
08/05/2017,Lisbon,23.0,0.0
2017-05-09,Lisbon,21.9,0.0
2017-05-10,lisbon,21.3,0.9
2017-05-11,Lisbon,20.6,0.0
2017-05-12,Lisbon,22.0,4.8
2017-05-13,Lisbon,21.6,0.0
14/05/2017,Lisbon,20.7,0.0
2017-05-15,Lisbon,25.1,0.0
16/05/2017,Lisbon,24.3,0.0
2017-05-17,Lisbon,24.4,0.0
2017-05-18,Lisbon,23.1,0.0
2017-05-19,Lisbon,29.6,0.0
2017-05-20,Lisbon,30.8,0.0
2017-05-21,Lisbon,24.8,4.8
2017-05-22,Lisbon,27.4,0.0
2017-05-23,Lisbon,23.2,0.0
2017-05-24,Lisbon,22.5,0.0
2017-05-25,Lisbon,22.9,0.0
2017-05-26,Lisbon,24.4,10.5
27/05/2017,Lisbon,25.3,0.0
2017-05-28,Lisbon,21.6,0.0
2017-05-29,Lisbon,24.3,0.0
2017-05-30,Lisbon,21.7,0.0
2017-05-31,Lisbon,27.1,0.0
2017-06-01,Lisbon,26.3,0.0
2017-06-02,LISBON ,25.3,0.0
2017-06-03,Lisbon,28.2,4.6
2017-06-04,Lisbon,29.9,0.0
2017-06-05,Lisbon,25.5,0.0
2017-06-06,Lisbon,26.2,0.0
2017-06-07,Lisbon,28.2,0.0
2017-06-08,Lisbon,25.7,0.0
2017-06-09,Lisbon,26.7,0.0
2017-06-10,Lisbon,27.5,0.0
2017-06-11,Lisbon,28.9,0.0
12/06/2017,Lisbon,28.1,4.3
2017-06-13,Lisbon,28.4,0.0
2017-06-14,Lisbon,29.7,0.0
2017-06-15,Lisbon,23.3,0.0
2017-06-16,Lisbon,31.8,0.0
17/06/2017,Lisbon,28.5,0.0
18/06/2017,Lisbon,27.1,0.0
2017-06-19,Lisbon,26.6,0.0
2017-06-20,lisbon,26.4,0.0
2017-06-21,Lisbon,26.8,0.0
2017-06-22,Lisbon,25.7,0.0
24/06/2017,Lisbon,29.8,0.0
2017-06-25,Lisbon,28.2,0.0
2017-06-26,Lisbon,29.6,0.0
2017-06-27,Lisbon,27.7,0.0
2017-06-28,Lisbon,29.4,0.0
2017-06-29,Lisbon,28.4,1.0
2017-06-30,Lisbon,28.2,0.0
2017-07-01,Lisbon,29.9,6.5
2017-07-02,Lisbon,28.5,0.0
2017-07-03,Lisbon,30.9,0.0
2017-07-04,Lisbon,31.3,0.0
2017-07-05,Lisbon,26.8,0.0
2017-07-06,Lisbon,26.8,0.0
2017-07-07,Lisbon,31.5,0.0
2017-07-08,Lisbon,30.5,0.0
2017-07-09,Lisbon,30.8,0.0
2017-07-10,Lisbon,29.5,0.0
2017-07-11,Lisbon,30.5,0.0
2017-07-12,Lisbon,26.6,0.0
2017-07-13,Lisbon,28.4,0.0
2017-07-14,Lisbon,26.5,0.0
2017-07-15,Lisbon,29.9,0.0
16/07/2017,Lisbon,28.0,0.0
2017-07-17,Lisbon,25.5,4.0
2017-07-18,Lisbon,29.1,3.8
2017-07-19,Lisbon,27.8,0.0
2017-07-20,Lisbon,26.9,0.0
2017-07-21,Lisbon,27.0,0.0
2017-07-22,Lisbon,32.3,2.9
2017-07-23,Lisbon,29.1,0.0
2017-07-24,Lisbon,25.8,0.0
25/07/2017,Lisbon,23.1,0.0
2017-07-26,Lisbon,26.7,0.0
2017-07-27,Lisbon,27.2,4.7
2017-07-28,Lisbon,30.7,0.8
2017-07-29,Lisbon,28.2,0.0
30/07/2017,Lisbon,26.8,0.0
2017-07-31,Lisbon,27.6,0.0
2017-08-01,Lisbon,28.2,1.8
2017-08-02,Lisbon,29.7,3.9
2017-08-03,lisbon,28.4,0.0
2017-08-04,Lisbon,26.5,0.0
2017-08-05,Lisbon,27.1,0.0
2017-08-06,Lisbon,25.7,0.0
2017-08-07,Lisbon,27.3,0.0
2017-08-08,Lisbon,26.9,0.0
2017-08-09,Lisbon,28.3,6.4
2017-08-10,Lisbon,25.5,0.0
11/08/2017,Lisbon,28.4,2.9
2017-08-12,Lisbon,27.6,0.0
2017-08-13,Lisbon,29.5,0.0
2017-08-14,Lisbon,27.3,0.0
2017-08-15,lisbon,26.2,0.0
2017-08-16,Lisbon,24.4,0.0
2017-08-17,Lisbon,27.6,0.0
2017-08-18,Lisbon,24.2,0.0
2017-08-19,Lisbon,25.7,0.0
2017-08-20,Lisbon,29.4,0.0
21/08/2017,Lisbon,29.4,0.0
2017-08-23,Lisbon,26.4,0.0
2017-08-24,Lisbon,21.8,0.0
2017-08-25,Lisbon,25.8,0.0
2017-08-26,Lisbon,26.3,0.0
2017-08-27,Lisbon,21.7,0.0
2017-08-28,Lisbon,27.6,0.0
2017-08-29,Lisbon,30.9,0.0
2017-08-30,Lisbon,21.6,0.0
2017-08-31,Lisbon,24.9,0.0
2017-09-01,Lisbon,25.0,0.0
2017-09-02,Lisbon,25.7,0.0
2017-09-03,Lisbon,25.5,0.0
2017-09-04,Lisbon,27.1,5.4
2017-09-05,Lisbon,26.1,0.0
06/09/2017,Lisbon,24.4,0.0
2017-09-07,Lisbon,29.1,0.0
08/09/2017,Lisbon,24.0,6.4
2017-09-09,LISBON ,27.9,0.0
2017-09-10,Lisbon,23.5,0.0
2017-09-11,Lisbon,21.9,0.0
2017-09-12,Lisbon,23.1,0.0
2017-09-13,Lisbon,27.7,0.0
2017-09-14,Lisbon,25.7,0.0
2017-09-15,Lisbon,28.2,0.0
2017-09-16,Lisbon,27.7,0.0
2017-09-17,Lisbon,22.2,4.1
2017-09-18,Lisbon,27.5,0.0
2017-09-19,Lisbon,21.5,0.0
2017-09-20,Lisbon,26.6,0.0
2017-09-21,Lisbon,22.9,0.0
2017-09-22,Lisbon,24.3,5.2
23/09/2017,Lisbon,23.5,0.0
2017-09-24,lisbon,24.9,0.0
2017-09-25,Lisbon,20.8,9.7
2017-09-26,Lisbon,22.0,0.0
2017-09-27,Lisbon,21.8,0.0
2017-09-28,Lisbon,23.2,0.0
29/09/2017,Lisbon,24.1,0.0
2017-09-30,Lisbon,21.5,0.0
2015-06-01,Algarve,27.3,0.0
2015-06-02,Algarve,25.5,0.0
2015-06-03,Algarve,29.3,0.0
2015-06-04,Algarve,28.7,0.0
2015-06-05,Algarve,28.5,0.0
2015-06-06,Algarve,27.8,0.0
2015-06-07,Algarve,25.0,0.0
2015-06-08,Algarve,28.0,7.9
2015-06-09,ALGARVE ,29.3,0.0
2015-06-10,Algarve,30.2,0.0
2015-06-11,Algarve,27.7,0.0
2015-06-12,Algarve,26.4,0.0
2015-06-13,Algarve,29.0,0.0
2015-06-14,Algarve,27.3,2.2
2015-06-15,Algarve,30.2,0.0
2015-06-16,Algarve,27.2,0.0
2015-06-17,Algarve,28.8,0.0
2015-06-18,Algarve,23.4,0.0
2015-06-19,Algarve,33.0,0.0
2015-06-20,Algarve,31.5,0.0
2015-06-21,Algarve,27.8,0.0
2015-06-22,Algarve,30.2,0.0
23/06/2015,Algarve,29.9,0.0
2015-06-24,Algarve,29.2,0.0
2015-06-25,Algarve,26.2,0.0
2015-06-26,Algarve,26.5,0.0
2015-06-27,Algarve,25.3,0.0
2015-06-28,Algarve,28.7,0.0
2015-06-29,Algarve,28.3,0.0
2015-06-30,Algarve,28.2,0.0
2015-07-01,Algarve,30.5,0.0
02/07/2015,Algarve,27.8,0.0
2015-07-03,Algarve,29.4,0.0
04/07/2015,Algarve,31.9,0.0
2015-07-05,Algarve,27.8,0.0
2015-07-06,Algarve,27.5,0.0
2015-07-07,Algarve,29.1,0.0
2015-07-08,Algarve,27.2,0.0
2015-07-09,Algarve,27.2,0.0
2015-07-10,Algarve,29.6,0.0
2015-07-11,Algarve,29.7,2.1
2015-07-12,Algarve,31.8,0.0
2015-07-13,Algarve,30.0,0.0
2015-07-14,Algarve,29.4,0.0
2015-07-15,Algarve,24.9,0.0
2015-07-16,Algarve,32.2,0.0
2015-07-17,Algarve,27.8,0.0
18/07/2015,Algarve,30.8,0.0
2015-07-19,Algarve,28.2,0.0
2015-07-20,Algarve,27.9,0.0
2015-07-21,Algarve,27.3,0.0
2015-07-22,Algarve,30.6,0.0
2015-07-23,Algarve,29.8,0.0
2015-07-24,Algarve,27.5,0.0
2015-07-25,Algarve,31.5,0.0
2015-07-26,Algarve,30.9,0.0
2015-07-27,Algarve,26.6,0.0
2015-07-28,Algarve,27.8,0.0
2015-07-29,Algarve,25.5,0.0
2015-07-30,Algarve,27.4,0.0
2015-08-01,Algarve,31.9,1.9
2015-08-02,Algarve,26.9,0.0
2015-08-03,Algarve,28.0,0.0
2015-08-04,Algarve,29.9,0.0
2015-08-05,Algarve,31.2,0.0
2015-08-06,Algarve,28.9,0.0
2015-08-07,Algarve,28.8,0.0
2015-08-08,Algarve,32.7,0.0
2015-08-09,Algarve,25.9,0.0
2015-08-10,Algarve,25.1,0.0
2015-08-11,Algarve,28.9,0.0
12/08/2015,Algarve,31.6,0.0
2015-08-13,Algarve,28.6,0.0
2015-08-14,Algarve,30.2,0.0
2015-08-15,Algarve,27.0,3.3
2015-08-16,Algarve,27.8,0.0
2015-08-17,Algarve,31.9,0.0
2015-08-18,Algarve,30.5,0.0
2015-08-19,Algarve,29.3,0.0
2015-08-20,Algarve,24.8,0.0
2015-08-21,Algarve,24.6,0.0
2015-08-22,Algarve,28.7,0.0
2015-08-23,Algarve,30.0,0.0
2015-08-24,Algarve,28.3,0.0
2015-08-25,Algarve,29.2,0.0
2015-08-26,Algarve,27.4,0.0
2015-08-27,Algarve,26.0,2.3
2015-08-28,Algarve,31.8,0.0
2015-08-29,Algarve,26.5,0.0
2015-08-30,algarve,24.9,0.0
2015-08-31,Algarve,23.5,0.0
2015-09-01,Algarve,23.4,0.0
2015-09-02,Algarve,27.8,0.0
2015-09-03,Algarve,27.1,0.0
2015-09-04,algarve,30.1,0.0
2015-09-05,Algarve,28.4,0.0
06/09/2015,Algarve,24.1,0.0
2015-09-07,Algarve,28.1,0.0
2015-09-08,Algarve,23.4,0.0
2015-09-09,Algarve,27.5,0.0
2015-09-10,Algarve,29.6,0.0
2015-09-11,Algarve,23.8,0.0
2015-09-13,Algarve,23.9,0.0
2015-09-14,Algarve,22.0,2.0
2015-09-15,Algarve,25.6,0.0
2015-09-16,Algarve,22.8,0.0
2015-09-17,Algarve,23.6,0.0
18/09/2015,Algarve,26.4,0.0
2015-09-19,Algarve,23.8,0.0
2015-09-20,Algarve,29.8,0.0
21/09/2015,Algarve,26.9,0.0
2015-09-22,Algarve,24.1,0.0
2015-09-23,Algarve,19.0,0.0
2015-09-24,Algarve,28.4,0.0
2015-09-25,Algarve,23.2,0.0
26/09/2015,Algarve,26.8,0.0
2015-09-27,Algarve,22.0,0.0
2015-09-28,Algarve,25.1,0.0
2015-09-29,Algarve,26.8,0.0
2015-10-01,Algarve,23.9,0.9
2015-10-02,Algarve,21.6,0.0
2015-10-03,Algarve,24.7,0.0
2015-10-04,Algarve,24.9,0.0
2015-10-05,Algarve,21.1,0.0
2015-10-07,Algarve,18.1,0.0
2015-10-08,Algarve,24.1,0.0
2015-10-09,Algarve,24.4,0.0
10/10/2015,Algarve,19.1,0.0
2015-10-11,Algarve,22.8,0.0
2015-10-12,Algarve,23.4,2.8
2015-10-13,Algarve,26.2,0.0
2015-10-14,Algarve,21.3,5.8
2015-10-15,Algarve,22.7,0.0
2015-10-16,Algarve,20.6,0.0
2015-10-17,Algarve,17.8,0.0
2015-10-18,Algarve,24.1,0.0
2015-10-19,Algarve,21.1,0.2
2015-10-20,Algarve,20.0,0.0
2015-10-21,algarve,22.2,0.9
22/10/2015,Algarve,21.0,1.6
2015-10-23,Algarve,21.8,1.4
24/10/2015,ALGARVE ,21.1,0.0
2015-10-25,Algarve,18.3,0.0
2015-10-26,Algarve,21.3,0.0
2015-10-27,Algarve,18.6,0.0
2015-10-28,Algarve,19.5,0.0
2015-10-29,Algarve,17.6,1.2
30/10/2015,Algarve,22.9,0.0
2015-10-31,Algarve,17.6,0.0
2015-11-01,Algarve,16.4,0.0
2015-11-02,Algarve,24.0,0.0
03/11/2015,Algarve,20.8,0.0
2015-11-04,Algarve,22.8,0.0
2015-11-05,Algarve,21.1,0.0
2015-11-06,Algarve,18.2,5.3
2015-11-07,Algarve,18.6,0.0
2015-11-08,ALGARVE ,21.2,0.0
2015-11-09,Algarve,17.4,0.0
2015-11-10,Algarve,20.4,0.0
2015-11-11,algarve,20.6,0.0
2015-11-12,Algarve,17.7,4.5
2015-11-13,Algarve,19.3,2.9
2015-11-14,Algarve,22.3,0.0
2015-11-15,Algarve,16.2,0.0
2015-11-16,Algarve,18.7,0.0
17/11/2015,Algarve,20.7,0.0
2015-11-18,Algarve,16.0,0.0
2015-11-19,Algarve,18.7,2.6
2015-11-20,Algarve,14.4,0.0
2015-11-21,Algarve,16.9,0.0
2015-11-22,Algarve,16.6,7.9
23/11/2015,Algarve,17.3,1.4
2015-11-24,Algarve,19.5,0.0
2015-11-25,Algarve,22.7,0.0
26/11/2015,Algarve,17.5,0.0
2015-11-27,Algarve,13.2,3.6
2015-11-28,Algarve,17.1,0.0
2015-11-29,Algarve,19.4,0.0
2015-11-30,Algarve,20.0,0.0
2015-12-01,Algarve,14.4,0.0
2015-12-02,Algarve,16.1,0.0
2015-12-03,Algarve,17.1,0.0
2015-12-04,Algarve,17.8,0.0
05/12/2015,Algarve,15.5,0.0
2015-12-06,ALGARVE ,16.5,0.0
2015-12-07,Algarve,18.6,0.0
2015-12-08,ALGARVE ,19.3,0.0
2015-12-09,Algarve,16.0,2.5
2015-12-10,Algarve,17.0,4.2
2015-12-11,Algarve,17.6,0.0
2015-12-12,Algarve,18.0,0.0
2015-12-13,algarve,16.1,0.0
2015-12-14,Algarve,12.8,0.0
2015-12-15,Algarve,17.2,0.0
2015-12-16,Algarve,18.3,0.0
17/12/2015,Algarve,17.9,1.1
2015-12-18,Algarve,14.4,0.0
2015-12-19,Algarve,13.2,4.1
20/12/2015,Algarve,17.1,0.0
2015-12-22,Algarve,19.9,0.6
2015-12-23,Algarve,18.8,4.1
2015-12-24,Algarve,17.1,0.0
25/12/2015,Algarve,12.1,0.0
2015-12-26,Algarve,12.8,0.0
2015-12-27,Algarve,12.4,0.0
2015-12-28,Algarve,14.7,0.0
2015-12-29,Algarve,13.2,0.0
2015-12-30,Algarve,17.9,0.0
2015-12-31,Algarve,12.9,1.4
2016-01-01,Algarve,14.7,0.0
2016-01-02,Algarve,15.6,2.8
2016-01-03,Algarve,15.8,0.0
2016-01-05,Algarve,13.6,1.3
06/01/2016,algarve,13.6,2.3
2016-01-07,Algarve,13.5,0.0
2016-01-08,Algarve,14.1,0.0
09/01/2016,Algarve,16.0,3.2
2016-01-10,Algarve,14.0,0.0
2016-01-11,Algarve,19.0,0.0
2016-01-12,Algarve,19.6,1.4
2016-01-13,Algarve,14.6,3.0
2016-01-14,Algarve,13.6,3.4
15/01/2016,Algarve,16.8,1.8
2016-01-16,Algarve,12.7,3.7
2016-01-17,Algarve,14.0,0.0
18/01/2016,Algarve,14.7,0.0
2016-01-19,Algarve,13.0,0.0
20/01/2016,Algarve,17.8,2.0
2016-01-21,Algarve,13.1,0.0
2016-01-22,Algarve,14.9,5.7
2016-01-23,Algarve,13.6,0.0
2016-01-24,Algarve,16.6,0.4
2016-01-25,Algarve,11.5,0.0
26/01/2016,Algarve,14.7,0.0
2016-01-27,Algarve,15.0,0.0
2016-01-28,ALGARVE ,14.8,0.0
2016-01-29,Algarve,13.7,0.0
30/01/2016,Algarve,13.8,5.6
31/01/2016,Algarve,18.5,2.3
2016-02-01,Algarve,18.9,0.0
02/02/2016,Algarve,13.7,0.0
2016-02-03,Algarve,17.5,0.4
2016-02-05,Algarve,17.9,0.0
06/02/2016,Algarve,18.7,0.0
2016-02-07,Algarve,17.2,0.0
2016-02-08,algarve,17.5,0.0
09/02/2016,Algarve,17.5,0.0
11/02/2016,Algarve,13.0,0.0
2016-02-12,algarve,18.4,2.0
2016-02-13,Algarve,15.1,0.0
14/02/2016,Algarve,17.4,0.0
2016-02-15,Algarve,15.3,0.2
2016-02-16,Algarve,11.8,2.9
2016-02-17,Algarve,18.5,0.8
2016-02-18,Algarve,15.3,0.0
2016-02-19,Algarve,15.8,3.7
2016-02-20,Algarve,19.3,0.0
2016-02-21,Algarve,16.4,0.0
2016-02-22,Algarve,14.8,4.6
2016-02-23,Algarve,21.0,0.6
24/02/2016,Algarve,18.2,0.0
2016-02-25,Algarve,16.1,0.0
26/02/2016,Algarve,20.7,5.3
2016-02-27,Algarve,14.8,0.0
2016-02-28,Algarve,17.5,1.4
2016-02-29,Algarve,18.4,0.0
2016-03-01,Algarve,20.0,0.0
2016-03-02,Algarve,11.4,0.0
2016-03-03,Algarve,10.9,0.0
2016-03-05,Algarve,18.1,0.0
2016-03-06,Algarve,17.5,0.0
2016-03-07,Algarve,17.0,0.0
2016-03-08,Algarve,19.2,0.0
2016-03-09,Algarve,14.9,4.0
2016-03-10,Algarve,19.4,0.0
2016-03-11,Algarve,21.5,0.0
2016-03-12,Algarve,18.5,0.0
2016-03-13,Algarve,17.5,0.0
2016-03-14,Algarve,18.4,0.0
2016-03-15,Algarve,16.5,0.0
2016-03-16,Algarve,17.5,0.0
2016-03-17,Algarve,20.0,3.7
2016-03-18,Algarve,17.3,1.0
2016-03-19,Algarve,19.7,0.0
2016-03-20,Algarve,22.3,1.2
2016-03-21,Algarve,18.8,1.4
2016-03-22,Algarve,18.3,0.0
2016-03-23,Algarve,18.9,0.0
2016-03-24,Algarve,18.6,0.0
2016-03-25,Algarve,21.3,0.0
26/03/2016,Algarve,18.1,0.0
2016-03-27,Algarve,19.2,0.0
2016-03-28,Algarve,21.5,0.0
2016-03-29,Algarve,15.5,0.0
2016-03-30,Algarve,18.5,0.0
2016-03-31,Algarve,20.8,0.0
2016-04-01,Algarve,20.6,5.4
2016-04-03,Algarve,23.9,0.0
2016-04-04,Algarve,20.5,0.0
2016-04-05,Algarve,21.2,0.0
2016-04-06,Algarve,21.7,1.2
2016-04-07,Algarve,19.5,0.0
2016-04-08,Algarve,17.0,0.0
09/04/2016,Algarve,23.6,3.4
10/04/2016,Algarve,23.5,0.0
11/04/2016,Algarve,23.9,0.0
2016-04-12,Algarve,20.7,1.7
2016-04-13,Algarve,18.0,4.6
2016-04-14,Algarve,21.3,0.0
2016-04-15,Algarve,19.8,5.4
2016-04-16,ALGARVE ,22.8,0.0
2016-04-17,Algarve,24.2,3.8
2016-04-18,Algarve,20.3,0.0
19/04/2016,Algarve,24.0,0.0
21/04/2016,Algarve,24.8,0.0
2016-04-22,Algarve,23.0,0.0
2016-04-23,Algarve,21.1,0.0
2016-04-24,Algarve,24.3,0.0
2016-04-25,Algarve,20.7,0.0
2016-04-26,Algarve,27.0,0.0
27/04/2016,Algarve,24.6,0.0
2016-04-28,Algarve,22.5,0.0
2016-04-29,Algarve,20.8,0.0
2016-04-30,Algarve,24.3,0.0
2016-05-01,Algarve,25.9,2.7
2016-05-02,Algarve,24.4,4.7
2016-05-03,Algarve,24.7,0.0
2016-05-04,Algarve,26.5,0.0
2016-05-05,Algarve,23.7,0.0
2016-05-06,Algarve,25.9,0.0
2016-05-07,Algarve,25.2,0.0
2016-05-08,Algarve,25.1,0.0
2016-05-09,Algarve,29.1,2.7
2016-05-10,Algarve,28.0,2.8
2016-05-11,Algarve,25.0,0.0
2016-05-12,Algarve,27.9,0.0
2016-05-13,Algarve,23.6,0.0
2016-05-14,Algarve,28.5,0.0
2016-05-15,Algarve,23.8,0.0
16/05/2016,Algarve,29.1,0.0
2016-05-17,Algarve,27.7,0.0
2016-05-18,Algarve,23.3,0.0
2016-05-19,Algarve,27.0,0.0
2016-05-20,Algarve,29.1,0.0
2016-05-21,Algarve,24.1,0.0
22/05/2016,Algarve,26.1,0.0
2016-05-23,Algarve,27.6,0.0
2016-05-24,Algarve,23.8,0.0
25/05/2016,Algarve,23.7,0.0
2016-05-26,Algarve,26.6,0.0
2016-05-27,Algarve,27.6,0.0
2016-05-28,Algarve,24.7,0.0
2016-05-29,Algarve,26.5,0.0
2016-05-30,Algarve,26.8,0.0
2016-05-31,algarve,28.1,0.0
2016-06-02,Algarve,31.0,0.0
2016-06-03,Algarve,28.5,2.8
2016-06-04,Algarve,29.1,0.0
2016-06-05,Algarve,27.3,0.0
06/06/2016,Algarve,28.5,0.0
2016-06-07,Algarve,30.6,0.0
2016-06-08,Algarve,25.5,0.0
2016-06-09,Algarve,28.4,5.0
2016-06-10,Algarve,27.4,0.0
2016-06-11,Algarve,29.2,0.0
2016-06-12,Algarve,26.8,0.0
2016-06-13,Algarve,26.5,0.0
2016-06-14,Algarve,27.9,0.0
2016-06-15,Algarve,28.2,0.0
2016-06-17,Algarve,31.5,0.0
2016-06-18,Algarve,26.5,0.0
2016-06-19,Algarve,24.6,0.0
2016-06-20,Algarve,29.7,0.0
21/06/2016,Algarve,32.3,0.0
22/06/2016,Algarve,30.7,0.0
2016-06-23,Algarve,27.1,0.0
2016-06-24,Algarve,32.1,0.0
2016-06-25,Algarve,30.4,2.6
2016-06-26,Algarve,29.1,0.0
2016-06-27,Algarve,27.7,0.0
2016-06-28,Algarve,27.1,0.0
2016-06-29,Algarve,25.5,0.0
2016-06-30,Algarve,26.9,1.9
2016-07-01,Algarve,29.3,0.0
2016-07-02,Algarve,30.2,0.0
03/07/2016,Algarve,32.1,0.0
2016-07-04,algarve,29.1,0.0
2016-07-06,Algarve,26.9,0.0
2016-07-07,Algarve,31.4,0.0
2016-07-08,Algarve,29.1,0.0
2016-07-09,Algarve,29.3,0.0
2016-07-10,Algarve,28.7,0.0
2016-07-11,Algarve,31.1,0.0
2016-07-12,Algarve,33.6,0.0
2016-07-13,Algarve,29.6,0.0
2016-07-14,Algarve,30.5,0.0
2016-07-15,Algarve,28.7,0.0
2016-07-16,Algarve,26.0,0.0
2016-07-17,Algarve,32.1,0.0
2016-07-18,Algarve,27.7,0.0
2016-07-19,Algarve,32.2,0.0
2016-07-20,Algarve,28.3,0.0
2016-07-21,Algarve,29.9,0.0
2016-07-22,Algarve,27.8,0.0
2016-07-23,Algarve,28.8,0.0
2016-07-24,Algarve,29.7,0.0
2016-07-25,Algarve,28.7,0.0
2016-07-26,Algarve,30.8,0.0
2016-07-27,Algarve,27.9,0.0
2016-07-28,Algarve,29.7,0.0
2016-07-30,Algarve,26.4,0.0
2016-07-31,Algarve,29.5,0.0
2016-08-01,ALGARVE ,29.5,0.0
2016-08-02,Algarve,25.9,0.0
2016-08-03,Algarve,31.0,0.0
2016-08-04,Algarve,23.9,0.0
2016-08-05,Algarve,28.3,0.0
2016-08-06,Algarve,28.9,0.0
2016-08-07,Algarve,30.3,0.0
2016-08-08,Algarve,27.1,0.0
2016-08-09,Algarve,30.7,0.0
2016-08-10,ALGARVE ,30.9,0.0
2016-08-11,Algarve,25.9,0.0
2016-08-12,Algarve,29.5,0.0
2016-08-13,Algarve,27.4,0.0
2016-08-14,Algarve,31.9,0.0
2016-08-15,Algarve,24.5,3.1
2016-08-16,Algarve,29.4,0.0
2016-08-17,Algarve,28.3,0.0
2016-08-18,Algarve,28.9,0.0
2016-08-20,Algarve,25.1,0.0
2016-08-21,Algarve,30.1,0.0
2016-08-22,Algarve,26.9,0.0
2016-08-23,Algarve,24.1,3.4
2016-08-24,Algarve,27.4,0.0
2016-08-25,Algarve,25.6,0.0
26/08/2016,Algarve,29.0,0.0
2016-08-27,Algarve,26.7,0.0
2016-08-28,Algarve,27.7,0.0
2016-08-29,Algarve,22.2,1.9
2016-08-30,Algarve,26.5,0.0
2016-08-31,Algarve,25.9,0.0
2016-09-01,Algarve,30.8,0.0
2016-09-02,Algarve,23.8,0.0
2016-09-03,Algarve,28.4,0.0
2016-09-04,Algarve,26.3,0.0
2016-09-05,Algarve,24.1,0.0
2016-09-06,Algarve,28.5,0.0
2016-09-07,Algarve,27.1,0.0
2016-09-08,Algarve,27.7,0.0
2016-09-09,Algarve,23.7,0.0
2016-09-10,Algarve,22.0,0.0
2016-09-11,Algarve,28.1,0.0
2016-09-12,Algarve,23.0,0.0
2016-09-13,Algarve,24.3,0.0
2016-09-14,Algarve,23.6,0.0
2016-09-15,Algarve,25.5,0.0
2016-09-16,Algarve,25.2,0.0
2016-09-17,Algarve,24.8,0.0
2016-09-18,Algarve,23.9,0.0
2016-09-19,Algarve,25.4,0.0
2016-09-20,Algarve,22.9,0.0
21/09/2016,Algarve,24.7,0.0
2016-09-22,Algarve,27.0,0.0
2016-09-23,Algarve,26.1,1.4
2016-09-24,Algarve,21.6,0.0
2016-09-25,Algarve,26.7,0.0
2016-09-26,Algarve,23.8,0.0
2016-09-27,Algarve,23.9,0.0
2016-09-28,Algarve,20.9,0.0
2016-09-29,ALGARVE ,23.8,0.0
2016-09-30,Algarve,25.6,0.0
2016-10-01,Algarve,21.1,0.0
2016-10-02,Algarve,23.7,0.0
2016-10-03,Algarve,21.2,0.0
2016-10-04,Algarve,22.5,0.0
2016-10-05,Algarve,21.0,0.0
2016-10-06,Algarve,23.1,0.0
07/10/2016,Algarve,21.2,2.5
2016-10-08,Algarve,23.1,0.0
2016-10-09,Algarve,21.8,0.0
2016-10-10,Algarve,20.0,3.7
2016-10-11,Algarve,20.9,0.0
2016-10-12,Algarve,21.5,0.0
2016-10-13,Algarve,24.6,0.3
2016-10-14,Algarve,20.8,0.0
2016-10-15,Algarve,18.7,0.0
2016-10-16,Algarve,17.8,0.0
2016-10-17,Algarve,16.5,0.0
2016-10-19,Algarve,19.1,0.0
2016-10-20,Algarve,21.7,1.0
2016-10-21,Algarve,23.6,4.5
2016-10-22,Algarve,20.5,0.0
2016-10-23,Algarve,21.7,0.0
2016-10-24,Algarve,21.7,1.8
2016-10-25,Algarve,23.6,0.0
2016-10-26,Algarve,18.1,0.0
2016-10-27,Algarve,21.1,0.0
2016-10-28,Algarve,18.3,5.1
2016-10-29,Algarve,21.4,0.0
2016-10-30,Algarve,17.6,0.0
31/10/2016,Algarve,19.8,0.0
2016-11-01,Algarve,20.8,0.0
2016-11-02,Algarve,18.0,0.0
2016-11-03,Algarve,21.2,0.0
04/11/2016,Algarve,22.4,0.0
05/11/2016,Algarve,19.8,0.0
2016-11-06,Algarve,16.1,0.3
2016-11-07,Algarve,19.2,0.0
2016-11-08,Algarve,19.9,0.0
09/11/2016,Algarve,15.9,0.0
2016-11-10,Algarve,16.1,0.4
2016-11-12,Algarve,19.0,5.2
2016-11-13,Algarve,18.9,0.0
2016-11-14,Algarve,17.9,2.1
2016-11-15,Algarve,17.3,0.0
2016-11-16,Algarve,15.8,0.0
2016-11-17,Algarve,20.8,0.0
2016-11-18,Algarve,21.2,0.0
